image1,image2,identity1,identity2,demographic1,demographic2,gender1,gender2,age1,age2,label,cosine_similarity,euclidean_distance,cosine_distance
data\processed\lfw\lfw\Albert_Brooks\Albert_Brooks_0001.jpg,data\processed\lfw\lfw\Wanda_de_la_Jesus\Wanda_de_la_Jesus_0001.jpg,Albert_Brooks,Wanda_de_la_Jesus,lfw,lfw,,,,,0,0.30188143,21.021976,0.69811857
data\processed\lfw\lfw\Natalia_Vodonova\Natalia_Vodonova_0001.jpg,data\processed\lfw\lfw\Wayne_Gretzky\Wayne_Gretzky_0001.jpg,Natalia_Vodonova,Wayne_Gretzky,lfw,lfw,,,,,0,0.18035735,23.329552,0.81964266
data\processed\lfw\lfw\Charles_Taylor\Charles_Taylor_0002.jpg,data\processed\lfw\lfw\Charles_Taylor\Charles_Taylor_0008.jpg,Charles_Taylor,Charles_Taylor,lfw,lfw,,,,,1,0.60304475,16.47212,0.39695525
data\processed\lfw\lfw\JK_Rowling\JK_Rowling_0002.jpg,data\processed\lfw\lfw\JK_Rowling\JK_Rowling_0003.jpg,JK_Rowling,JK_Rowling,lfw,lfw,,,,,1,0.6629448,16.27047,0.3370552
data\processed\lfw\lfw\Young_Kim\Young_Kim_0001.jpg,data\processed\lfw\lfw\Roger_King\Roger_King_0001.jpg,Young_Kim,Roger_King,lfw,lfw,,,,,0,0.13919863,19.3464,0.86080134
data\processed\lfw\lfw\Mohammed_Baqir_al-Hakim\Mohammed_Baqir_al-Hakim_0001.jpg,data\processed\lfw\lfw\Mohammed_Baqir_al-Hakim\Mohammed_Baqir_al-Hakim_0002.jpg,Mohammed_Baqir_al-Hakim,Mohammed_Baqir_al-Hakim,lfw,lfw,,,,,1,0.45926386,16.530466,0.54073614
data\processed\lfw\lfw\Daniel_Radcliffe\Daniel_Radcliffe_0002.jpg,data\processed\lfw\lfw\Daniel_Radcliffe\Daniel_Radcliffe_0003.jpg,Daniel_Radcliffe,Daniel_Radcliffe,lfw,lfw,,,,,1,0.4669025,21.408688,0.5330975
data\processed\lfw\lfw\Meryl_Streep\Meryl_Streep_0010.jpg,data\processed\lfw\lfw\Meryl_Streep\Meryl_Streep_0012.jpg,Meryl_Streep,Meryl_Streep,lfw,lfw,,,,,1,0.6797566,16.940977,0.32024342
data\processed\lfw\lfw\Lee_Tae-sik\Lee_Tae-sik_0001.jpg,data\processed\lfw\lfw\Lee_Tae-sik\Lee_Tae-sik_0002.jpg,Lee_Tae-sik,Lee_Tae-sik,lfw,lfw,,,,,1,0.49084532,17.156345,0.5091547
data\processed\lfw\lfw\Huang_Suey-Sheng\Huang_Suey-Sheng_0001.jpg,data\processed\lfw\lfw\Maria_Garcia\Maria_Garcia_0001.jpg,Huang_Suey-Sheng,Maria_Garcia,lfw,lfw,,,,,0,0.22642875,20.227459,0.77357125
data\processed\lfw\lfw\Rick_Lu\Rick_Lu_0001.jpg,data\processed\lfw\lfw\Liane_Janda\Liane_Janda_0001.jpg,Rick_Lu,Liane_Janda,lfw,lfw,,,,,0,0.19430114,22.521303,0.8056989
data\processed\lfw\lfw\Peter_Hillary\Peter_Hillary_0001.jpg,data\processed\lfw\lfw\Tang_Jiaxuan\Tang_Jiaxuan_0008.jpg,Peter_Hillary,Tang_Jiaxuan,lfw,lfw,,,,,0,0.3429915,17.207983,0.6570085
data\processed\lfw\lfw\Keith_Van_Horn\Keith_Van_Horn_0001.jpg,data\processed\lfw\lfw\Julianne_Moore\Julianne_Moore_0010.jpg,Keith_Van_Horn,Julianne_Moore,lfw,lfw,,,,,0,0.20248938,24.445103,0.7975106
data\processed\lfw\lfw\Patti_Smith\Patti_Smith_0001.jpg,data\processed\lfw\lfw\Paul_Wellstone\Paul_Wellstone_0003.jpg,Patti_Smith,Paul_Wellstone,lfw,lfw,,,,,0,0.23433459,24.463467,0.7656654
data\processed\lfw\lfw\Mary_Katherine_Smart\Mary_Katherine_Smart_0001.jpg,data\processed\lfw\lfw\Zinedine_Zidane\Zinedine_Zidane_0001.jpg,Mary_Katherine_Smart,Zinedine_Zidane,lfw,lfw,,,,,0,0.112938836,23.079235,0.8870612
data\processed\lfw\lfw\Filippo_Inzaghi\Filippo_Inzaghi_0002.jpg,data\processed\lfw\lfw\Filippo_Inzaghi\Filippo_Inzaghi_0003.jpg,Filippo_Inzaghi,Filippo_Inzaghi,lfw,lfw,,,,,1,0.40397656,20.888039,0.59602344
data\processed\lfw\lfw\Alberto_Acosta\Alberto_Acosta_0001.jpg,data\processed\lfw\lfw\Irwan_Fadzi_Idris\Irwan_Fadzi_Idris_0001.jpg,Alberto_Acosta,Irwan_Fadzi_Idris,lfw,lfw,,,,,0,0.32773253,17.437174,0.67226744
data\processed\lfw\lfw\Alexandra_Stevenson\Alexandra_Stevenson_0002.jpg,data\processed\lfw\lfw\Alexandra_Stevenson\Alexandra_Stevenson_0003.jpg,Alexandra_Stevenson,Alexandra_Stevenson,lfw,lfw,,,,,1,0.5150827,19.457298,0.48491728
data\processed\lfw\lfw\Janica_Kostelic\Janica_Kostelic_0001.jpg,data\processed\lfw\lfw\Brian_Campbell\Brian_Campbell_0001.jpg,Janica_Kostelic,Brian_Campbell,lfw,lfw,,,,,0,0.35675797,22.251554,0.643242
data\processed\lfw\lfw\Charles_Cope\Charles_Cope_0001.jpg,data\processed\lfw\lfw\Benjamin_Netanyahu\Benjamin_Netanyahu_0001.jpg,Charles_Cope,Benjamin_Netanyahu,lfw,lfw,,,,,0,0.4398215,19.044443,0.5601785
data\processed\lfw\lfw\Richard_Sambrook\Richard_Sambrook_0002.jpg,data\processed\lfw\lfw\Gregg_Popovich\Gregg_Popovich_0005.jpg,Richard_Sambrook,Gregg_Popovich,lfw,lfw,,,,,0,0.37617415,21.035975,0.62382585
data\processed\lfw\lfw\Naoto_Kan\Naoto_Kan_0003.jpg,data\processed\lfw\lfw\Naoto_Kan\Naoto_Kan_0004.jpg,Naoto_Kan,Naoto_Kan,lfw,lfw,,,,,1,0.6651876,14.158662,0.3348124
data\processed\lfw\lfw\Ricardo_Mayorga\Ricardo_Mayorga_0001.jpg,data\processed\lfw\lfw\Ranil_Wickremasinghe\Ranil_Wickremasinghe_0003.jpg,Ricardo_Mayorga,Ranil_Wickremasinghe,lfw,lfw,,,,,0,0.25457826,19.78069,0.74542177
data\processed\lfw\lfw\Maggie_Smith\Maggie_Smith_0002.jpg,data\processed\lfw\lfw\Adriana_Lima\Adriana_Lima_0001.jpg,Maggie_Smith,Adriana_Lima,lfw,lfw,,,,,0,0.32911032,19.791985,0.6708897
data\processed\lfw\lfw\Bobby_Goldwater\Bobby_Goldwater_0001.jpg,data\processed\lfw\lfw\Bobby_Goldwater\Bobby_Goldwater_0002.jpg,Bobby_Goldwater,Bobby_Goldwater,lfw,lfw,,,,,1,0.4740454,11.090478,0.5259546
data\processed\lfw\lfw\Marc-Andre_Fleury\Marc-Andre_Fleury_0001.jpg,data\processed\lfw\lfw\DAngelo_Jimenez\DAngelo_Jimenez_0001.jpg,Marc-Andre_Fleury,DAngelo_Jimenez,lfw,lfw,,,,,0,0.2858772,20.992907,0.7141228
data\processed\lfw\lfw\Goldie_Hawn\Goldie_Hawn_0001.jpg,data\processed\lfw\lfw\David_Kelley\David_Kelley_0002.jpg,Goldie_Hawn,David_Kelley,lfw,lfw,,,,,0,0.3248317,19.699064,0.6751683
data\processed\lfw\lfw\David_Nalbandian\David_Nalbandian_0001.jpg,data\processed\lfw\lfw\David_Nalbandian\David_Nalbandian_0006.jpg,David_Nalbandian,David_Nalbandian,lfw,lfw,,,,,1,0.45581964,16.249117,0.5441804
data\processed\lfw\lfw\Paul_Wolfowitz\Paul_Wolfowitz_0006.jpg,data\processed\lfw\lfw\Paul_Wolfowitz\Paul_Wolfowitz_0007.jpg,Paul_Wolfowitz,Paul_Wolfowitz,lfw,lfw,,,,,1,0.6077467,15.024599,0.39225328
data\processed\lfw\lfw\John_F_Kennedy_Jr\John_F_Kennedy_Jr_0002.jpg,data\processed\lfw\lfw\Augustin_Calleri\Augustin_Calleri_0002.jpg,John_F_Kennedy_Jr,Augustin_Calleri,lfw,lfw,,,,,0,0.12902576,19.520372,0.87097424
data\processed\lfw\lfw\John_Wolf\John_Wolf_0002.jpg,data\processed\lfw\lfw\Mickey_Gilley\Mickey_Gilley_0001.jpg,John_Wolf,Mickey_Gilley,lfw,lfw,,,,,0,0.40032354,18.015692,0.5996765
data\processed\lfw\lfw\Alexander_Downer\Alexander_Downer_0001.jpg,data\processed\lfw\lfw\Alexander_Downer\Alexander_Downer_0004.jpg,Alexander_Downer,Alexander_Downer,lfw,lfw,,,,,1,0.5574632,17.032145,0.44253677
data\processed\lfw\lfw\Albert_Montanes\Albert_Montanes_0001.jpg,data\processed\lfw\lfw\Muwafak_al-Ani\Muwafak_al-Ani_0001.jpg,Albert_Montanes,Muwafak_al-Ani,lfw,lfw,,,,,0,0.29404685,19.779188,0.7059531
data\processed\lfw\lfw\Leslie_Moonves\Leslie_Moonves_0001.jpg,data\processed\lfw\lfw\Leslie_Moonves\Leslie_Moonves_0002.jpg,Leslie_Moonves,Leslie_Moonves,lfw,lfw,,,,,1,0.58331084,16.01343,0.41668916
data\processed\lfw\lfw\Joan_Jett\Joan_Jett_0001.jpg,data\processed\lfw\lfw\Tanya_Holyk\Tanya_Holyk_0001.jpg,Joan_Jett,Tanya_Holyk,lfw,lfw,,,,,0,0.40376696,20.476294,0.596233
data\processed\lfw\lfw\Thierry_Falise\Thierry_Falise_0002.jpg,data\processed\lfw\lfw\Thierry_Falise\Thierry_Falise_0003.jpg,Thierry_Falise,Thierry_Falise,lfw,lfw,,,,,1,0.50987357,19.468319,0.49012643
data\processed\lfw\lfw\Rick_Romley\Rick_Romley_0001.jpg,data\processed\lfw\lfw\Rick_Romley\Rick_Romley_0003.jpg,Rick_Romley,Rick_Romley,lfw,lfw,,,,,1,0.69032925,15.810737,0.30967075
data\processed\lfw\lfw\Elmar_Brok\Elmar_Brok_0001.jpg,data\processed\lfw\lfw\Frank_Wycheck\Frank_Wycheck_0001.jpg,Elmar_Brok,Frank_Wycheck,lfw,lfw,,,,,0,0.37255946,20.844067,0.6274406
data\processed\lfw\lfw\Morris_Watts\Morris_Watts_0001.jpg,data\processed\lfw\lfw\John_Swofford\John_Swofford_0001.jpg,Morris_Watts,John_Swofford,lfw,lfw,,,,,0,0.2872298,23.651962,0.7127702
data\processed\lfw\lfw\Sharon_Osbourne\Sharon_Osbourne_0001.jpg,data\processed\lfw\lfw\Natanaela_Barnova\Natanaela_Barnova_0001.jpg,Sharon_Osbourne,Natanaela_Barnova,lfw,lfw,,,,,0,0.1490778,21.613956,0.8509222
data\processed\lfw\lfw\Thomas_Malchow\Thomas_Malchow_0001.jpg,data\processed\lfw\lfw\Thomas_Malchow\Thomas_Malchow_0002.jpg,Thomas_Malchow,Thomas_Malchow,lfw,lfw,,,,,1,0.732039,15.071542,0.26796103
data\processed\lfw\lfw\Christopher_Amolsch\Christopher_Amolsch_0001.jpg,data\processed\lfw\lfw\John_McCormack\John_McCormack_0001.jpg,Christopher_Amolsch,John_McCormack,lfw,lfw,,,,,0,0.18644814,19.903936,0.81355184
data\processed\lfw\lfw\Samira_Makhmalbaf\Samira_Makhmalbaf_0002.jpg,data\processed\lfw\lfw\Joanna_Poitier\Joanna_Poitier_0001.jpg,Samira_Makhmalbaf,Joanna_Poitier,lfw,lfw,,,,,0,0.27172923,22.017433,0.72827077
data\processed\lfw\lfw\Conan_OBrien\Conan_OBrien_0002.jpg,data\processed\lfw\lfw\Conan_OBrien\Conan_OBrien_0004.jpg,Conan_OBrien,Conan_OBrien,lfw,lfw,,,,,1,0.5704524,17.377401,0.4295476
data\processed\lfw\lfw\Tommy_Thompson\Tommy_Thompson_0004.jpg,data\processed\lfw\lfw\Tommy_Thompson\Tommy_Thompson_0006.jpg,Tommy_Thompson,Tommy_Thompson,lfw,lfw,,,,,1,0.65117705,15.449384,0.34882295
data\processed\lfw\lfw\Spencer_Abraham\Spencer_Abraham_0006.jpg,data\processed\lfw\lfw\Spencer_Abraham\Spencer_Abraham_0007.jpg,Spencer_Abraham,Spencer_Abraham,lfw,lfw,,,,,1,0.7506061,15.003763,0.24939388
data\processed\lfw\lfw\Kimora_Lee\Kimora_Lee_0001.jpg,data\processed\lfw\lfw\Miguel_Rosseto\Miguel_Rosseto_0001.jpg,Kimora_Lee,Miguel_Rosseto,lfw,lfw,,,,,0,0.11026709,25.056791,0.8897329
data\processed\lfw\lfw\Cyndi_Thompson\Cyndi_Thompson_0002.jpg,data\processed\lfw\lfw\Gisele_Bundchen\Gisele_Bundchen_0002.jpg,Cyndi_Thompson,Gisele_Bundchen,lfw,lfw,,,,,0,0.41546607,19.844067,0.58453393
data\processed\lfw\lfw\Paul_Kagame\Paul_Kagame_0001.jpg,data\processed\lfw\lfw\Paul_Kagame\Paul_Kagame_0002.jpg,Paul_Kagame,Paul_Kagame,lfw,lfw,,,,,1,0.39356172,20.479145,0.6064383
data\processed\lfw\lfw\James_Kirtley\James_Kirtley_0001.jpg,data\processed\lfw\lfw\Chuck_Amato\Chuck_Amato_0002.jpg,James_Kirtley,Chuck_Amato,lfw,lfw,,,,,0,0.4083679,16.962496,0.5916321
data\processed\lfw\lfw\Larry_Greene\Larry_Greene_0001.jpg,data\processed\lfw\lfw\Richard_Perle\Richard_Perle_0001.jpg,Larry_Greene,Richard_Perle,lfw,lfw,,,,,0,0.32776758,23.465773,0.6722324
data\processed\lfw\lfw\Colin_Jackson\Colin_Jackson_0001.jpg,data\processed\lfw\lfw\Craig_MacTavish\Craig_MacTavish_0001.jpg,Colin_Jackson,Craig_MacTavish,lfw,lfw,,,,,0,0.38971686,19.061787,0.61028314
data\processed\lfw\lfw\Edwin_Edwards\Edwin_Edwards_0003.jpg,data\processed\lfw\lfw\Roger_Mahony\Roger_Mahony_0001.jpg,Edwin_Edwards,Roger_Mahony,lfw,lfw,,,,,0,0.14555725,21.26863,0.8544427
data\processed\lfw\lfw\Charles_Moose\Charles_Moose_0003.jpg,data\processed\lfw\lfw\Charles_Moose\Charles_Moose_0011.jpg,Charles_Moose,Charles_Moose,lfw,lfw,,,,,1,0.036898755,16.83131,0.96310127
data\processed\lfw\lfw\Vladimir_Putin\Vladimir_Putin_0022.jpg,data\processed\lfw\lfw\Vladimir_Putin\Vladimir_Putin_0037.jpg,Vladimir_Putin,Vladimir_Putin,lfw,lfw,,,,,1,0.11375724,22.971762,0.88624275
data\processed\lfw\lfw\Heather_Mills\Heather_Mills_0002.jpg,data\processed\lfw\lfw\Heather_Mills\Heather_Mills_0004.jpg,Heather_Mills,Heather_Mills,lfw,lfw,,,,,1,0.5700418,13.894177,0.42995822
data\processed\lfw\lfw\Mahmoud_Abbas\Mahmoud_Abbas_0003.jpg,data\processed\lfw\lfw\Mahmoud_Abbas\Mahmoud_Abbas_0011.jpg,Mahmoud_Abbas,Mahmoud_Abbas,lfw,lfw,,,,,1,0.5771358,15.392939,0.4228642
data\processed\lfw\lfw\Queen_Rania\Queen_Rania_0002.jpg,data\processed\lfw\lfw\Queen_Rania\Queen_Rania_0003.jpg,Queen_Rania,Queen_Rania,lfw,lfw,,,,,1,0.63517064,18.524899,0.36482936
data\processed\lfw\lfw\Paul_ONeill\Paul_ONeill_0004.jpg,data\processed\lfw\lfw\Paul_ONeill\Paul_ONeill_0008.jpg,Paul_ONeill,Paul_ONeill,lfw,lfw,,,,,1,0.31840867,16.966587,0.68159133
data\processed\lfw\lfw\Yao_Ming\Yao_Ming_0001.jpg,data\processed\lfw\lfw\Yao_Ming\Yao_Ming_0004.jpg,Yao_Ming,Yao_Ming,lfw,lfw,,,,,1,0.5802781,17.104805,0.4197219
data\processed\lfw\lfw\Ari_Bousbib\Ari_Bousbib_0001.jpg,data\processed\lfw\lfw\Eduard_Limonov\Eduard_Limonov_0001.jpg,Ari_Bousbib,Eduard_Limonov,lfw,lfw,,,,,0,0.0551752,25.479355,0.9448248
data\processed\lfw\lfw\Karen_Sharpe_Kramer\Karen_Sharpe_Kramer_0001.jpg,data\processed\lfw\lfw\Joe_Torre\Joe_Torre_0004.jpg,Karen_Sharpe_Kramer,Joe_Torre,lfw,lfw,,,,,0,-0.024439124,24.33576,1.0244391
data\processed\lfw\lfw\Tim_Henman\Tim_Henman_0003.jpg,data\processed\lfw\lfw\Tim_Henman\Tim_Henman_0007.jpg,Tim_Henman,Tim_Henman,lfw,lfw,,,,,1,0.3840754,16.984022,0.6159246
data\processed\lfw\lfw\Jeannette_Biedermann\Jeannette_Biedermann_0001.jpg,data\processed\lfw\lfw\Irfan_Ahmed\Irfan_Ahmed_0001.jpg,Jeannette_Biedermann,Irfan_Ahmed,lfw,lfw,,,,,0,0.13194038,19.932472,0.86805964
data\processed\lfw\lfw\Elsa_Zylberstein\Elsa_Zylberstein_0001.jpg,data\processed\lfw\lfw\Elsa_Zylberstein\Elsa_Zylberstein_0003.jpg,Elsa_Zylberstein,Elsa_Zylberstein,lfw,lfw,,,,,1,0.31092283,19.555336,0.68907714
data\processed\lfw\lfw\Michelle_Kwan\Michelle_Kwan_0006.jpg,data\processed\lfw\lfw\Michelle_Kwan\Michelle_Kwan_0008.jpg,Michelle_Kwan,Michelle_Kwan,lfw,lfw,,,,,1,0.5399067,16.78528,0.46009332
data\processed\lfw\lfw\Saddam_Hussein\Saddam_Hussein_0016.jpg,data\processed\lfw\lfw\Saddam_Hussein\Saddam_Hussein_0021.jpg,Saddam_Hussein,Saddam_Hussein,lfw,lfw,,,,,1,0.55145276,14.798557,0.44854724
data\processed\lfw\lfw\Matt_Herden\Matt_Herden_0001.jpg,data\processed\lfw\lfw\Joey_Mantia\Joey_Mantia_0001.jpg,Matt_Herden,Joey_Mantia,lfw,lfw,,,,,0,0.17130606,22.048471,0.8286939
data\processed\lfw\lfw\Paul_William_Hurley\Paul_William_Hurley_0001.jpg,data\processed\lfw\lfw\Paul_William_Hurley\Paul_William_Hurley_0002.jpg,Paul_William_Hurley,Paul_William_Hurley,lfw,lfw,,,,,1,0.6380382,19.033026,0.36196178
data\processed\lfw\lfw\Andy_Roddick\Andy_Roddick_0004.jpg,data\processed\lfw\lfw\Andy_Roddick\Andy_Roddick_0013.jpg,Andy_Roddick,Andy_Roddick,lfw,lfw,,,,,1,0.46187624,19.018589,0.5381237
data\processed\lfw\lfw\Iain_Richmond\Iain_Richmond_0001.jpg,data\processed\lfw\lfw\Maggie_Smith\Maggie_Smith_0001.jpg,Iain_Richmond,Maggie_Smith,lfw,lfw,,,,,0,0.17032176,21.522089,0.82967824
data\processed\lfw\lfw\Bijan_Namdar_Zangeneh\Bijan_Namdar_Zangeneh_0002.jpg,data\processed\lfw\lfw\Sofyan_Dawood\Sofyan_Dawood_0001.jpg,Bijan_Namdar_Zangeneh,Sofyan_Dawood,lfw,lfw,,,,,0,0.30763647,20.708527,0.6923635
data\processed\lfw\lfw\Lance_Armstrong\Lance_Armstrong_0005.jpg,data\processed\lfw\lfw\Lance_Armstrong\Lance_Armstrong_0006.jpg,Lance_Armstrong,Lance_Armstrong,lfw,lfw,,,,,1,0.34843498,18.925047,0.651565
data\processed\lfw\lfw\Chen_Shui-bian\Chen_Shui-bian_0002.jpg,data\processed\lfw\lfw\Chen_Shui-bian\Chen_Shui-bian_0005.jpg,Chen_Shui-bian,Chen_Shui-bian,lfw,lfw,,,,,1,0.2640559,13.638009,0.7359441
data\processed\lfw\lfw\Gray_Davis\Gray_Davis_0014.jpg,data\processed\lfw\lfw\Gray_Davis\Gray_Davis_0018.jpg,Gray_Davis,Gray_Davis,lfw,lfw,,,,,1,0.65378916,15.888305,0.34621084
data\processed\lfw\lfw\Hu_Jintao\Hu_Jintao_0007.jpg,data\processed\lfw\lfw\Hu_Jintao\Hu_Jintao_0008.jpg,Hu_Jintao,Hu_Jintao,lfw,lfw,,,,,1,0.529929,16.094204,0.47007102
data\processed\lfw\lfw\Al_Gore\Al_Gore_0006.jpg,data\processed\lfw\lfw\Al_Gore\Al_Gore_0008.jpg,Al_Gore,Al_Gore,lfw,lfw,,,,,1,0.29953378,17.794073,0.7004662
data\processed\lfw\lfw\Amelie_Mauresmo\Amelie_Mauresmo_0005.jpg,data\processed\lfw\lfw\Amelie_Mauresmo\Amelie_Mauresmo_0007.jpg,Amelie_Mauresmo,Amelie_Mauresmo,lfw,lfw,,,,,1,0.61415553,14.792683,0.38584447
data\processed\lfw\lfw\Ronald_Reagan\Ronald_Reagan_0001.jpg,data\processed\lfw\lfw\Ronald_Reagan\Ronald_Reagan_0003.jpg,Ronald_Reagan,Ronald_Reagan,lfw,lfw,,,,,1,0.4977754,17.02038,0.50222456
data\processed\lfw\lfw\Lucy_Liu\Lucy_Liu_0001.jpg,data\processed\lfw\lfw\Lucy_Liu\Lucy_Liu_0003.jpg,Lucy_Liu,Lucy_Liu,lfw,lfw,,,,,1,0.4934281,17.796127,0.5065719
data\processed\lfw\lfw\Ron_Dittemore\Ron_Dittemore_0001.jpg,data\processed\lfw\lfw\Ron_Dittemore\Ron_Dittemore_0003.jpg,Ron_Dittemore,Ron_Dittemore,lfw,lfw,,,,,1,0.62931335,12.281538,0.37068665
data\processed\lfw\lfw\Laura_Bush\Laura_Bush_0024.jpg,data\processed\lfw\lfw\Laura_Bush\Laura_Bush_0025.jpg,Laura_Bush,Laura_Bush,lfw,lfw,,,,,1,0.7082812,14.813714,0.29171878
data\processed\lfw\lfw\Lance_Armstrong\Lance_Armstrong_0012.jpg,data\processed\lfw\lfw\Lance_Armstrong\Lance_Armstrong_0016.jpg,Lance_Armstrong,Lance_Armstrong,lfw,lfw,,,,,1,0.57712895,15.761191,0.42287105
data\processed\lfw\lfw\Dorthy_Moxley\Dorthy_Moxley_0001.jpg,data\processed\lfw\lfw\Dorthy_Moxley\Dorthy_Moxley_0002.jpg,Dorthy_Moxley,Dorthy_Moxley,lfw,lfw,,,,,1,0.6760236,13.2911415,0.3239764
data\processed\lfw\lfw\Wes_Craven\Wes_Craven_0001.jpg,data\processed\lfw\lfw\Jennifer_Connelly\Jennifer_Connelly_0002.jpg,Wes_Craven,Jennifer_Connelly,lfw,lfw,,,,,0,0.24717885,19.59327,0.75282115
data\processed\lfw\lfw\Lee_Byung-woong\Lee_Byung-woong_0001.jpg,data\processed\lfw\lfw\Marcus_Gronholm\Marcus_Gronholm_0002.jpg,Lee_Byung-woong,Marcus_Gronholm,lfw,lfw,,,,,0,0.21103641,23.508059,0.78896356
data\processed\lfw\lfw\Debra_Brown\Debra_Brown_0001.jpg,data\processed\lfw\lfw\Steve_Cox\Steve_Cox_0001.jpg,Debra_Brown,Steve_Cox,lfw,lfw,,,,,0,0.218749,20.776903,0.781251
data\processed\lfw\lfw\Julia_Ormond\Julia_Ormond_0001.jpg,data\processed\lfw\lfw\Hubie_Brown\Hubie_Brown_0001.jpg,Julia_Ormond,Hubie_Brown,lfw,lfw,,,,,0,0.14436615,20.524975,0.85563385
data\processed\lfw\lfw\Chin-Hui_Tsao\Chin-Hui_Tsao_0001.jpg,data\processed\lfw\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0010.jpg,Chin-Hui_Tsao,Nicanor_Duarte_Frutos,lfw,lfw,,,,,0,0.22118942,23.384295,0.77881056
data\processed\lfw\lfw\Rudolph_Giuliani\Rudolph_Giuliani_0009.jpg,data\processed\lfw\lfw\Rudolph_Giuliani\Rudolph_Giuliani_0017.jpg,Rudolph_Giuliani,Rudolph_Giuliani,lfw,lfw,,,,,1,0.5939897,18.202444,0.40601033
data\processed\lfw\lfw\Liam_Neeson\Liam_Neeson_0001.jpg,data\processed\lfw\lfw\Liam_Neeson\Liam_Neeson_0002.jpg,Liam_Neeson,Liam_Neeson,lfw,lfw,,,,,1,0.37851515,21.688667,0.6214849
data\processed\lfw\lfw\David_Bell\David_Bell_0001.jpg,data\processed\lfw\lfw\Takeo_Hiranuma\Takeo_Hiranuma_0001.jpg,David_Bell,Takeo_Hiranuma,lfw,lfw,,,,,0,0.1852651,20.955135,0.81473494
data\processed\lfw\lfw\Laura_Bush\Laura_Bush_0013.jpg,data\processed\lfw\lfw\Laura_Bush\Laura_Bush_0035.jpg,Laura_Bush,Laura_Bush,lfw,lfw,,,,,1,0.6082414,17.061073,0.39175862
data\processed\lfw\lfw\Kim_Jong-Il\Kim_Jong-Il_0002.jpg,data\processed\lfw\lfw\Tirunesh_Dibaba\Tirunesh_Dibaba_0001.jpg,Kim_Jong-Il,Tirunesh_Dibaba,lfw,lfw,,,,,0,0.17166415,20.876665,0.8283359
data\processed\lfw\lfw\Nelson_Shanks\Nelson_Shanks_0001.jpg,data\processed\lfw\lfw\Saoud_Al_Faisal\Saoud_Al_Faisal_0001.jpg,Nelson_Shanks,Saoud_Al_Faisal,lfw,lfw,,,,,0,0.14080934,22.676638,0.85919064
data\processed\lfw\lfw\Charles_Moose\Charles_Moose_0005.jpg,data\processed\lfw\lfw\Charles_Moose\Charles_Moose_0013.jpg,Charles_Moose,Charles_Moose,lfw,lfw,,,,,1,0.38204822,18.88102,0.61795175
data\processed\lfw\lfw\Elgin_Baylor\Elgin_Baylor_0001.jpg,data\processed\lfw\lfw\Gordon_Cooper\Gordon_Cooper_0001.jpg,Elgin_Baylor,Gordon_Cooper,lfw,lfw,,,,,0,0.28479102,20.925135,0.715209
data\processed\lfw\lfw\Jean_Chretien\Jean_Chretien_0014.jpg,data\processed\lfw\lfw\Jean_Chretien\Jean_Chretien_0034.jpg,Jean_Chretien,Jean_Chretien,lfw,lfw,,,,,1,0.2908136,20.572205,0.70918643
data\processed\lfw\lfw\Vaclav_Havel\Vaclav_Havel_0003.jpg,data\processed\lfw\lfw\Vaclav_Havel\Vaclav_Havel_0007.jpg,Vaclav_Havel,Vaclav_Havel,lfw,lfw,,,,,1,0.7280712,13.723232,0.2719288
data\processed\lfw\lfw\Larry_Brown\Larry_Brown_0004.jpg,data\processed\lfw\lfw\Larry_Brown\Larry_Brown_0005.jpg,Larry_Brown,Larry_Brown,lfw,lfw,,,,,1,0.43961602,17.960642,0.560384
data\processed\lfw\lfw\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0006.jpg,data\processed\lfw\lfw\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0010.jpg,Recep_Tayyip_Erdogan,Recep_Tayyip_Erdogan,lfw,lfw,,,,,1,0.4196036,17.94742,0.5803964
data\processed\lfw\lfw\Derian_Hatcher\Derian_Hatcher_0001.jpg,data\processed\lfw\lfw\Frank_Hsieh\Frank_Hsieh_0001.jpg,Derian_Hatcher,Frank_Hsieh,lfw,lfw,,,,,0,0.10302609,24.580591,0.8969739
data\processed\lfw\lfw\Tommy_Thompson\Tommy_Thompson_0006.jpg,data\processed\lfw\lfw\Tommy_Thompson\Tommy_Thompson_0008.jpg,Tommy_Thompson,Tommy_Thompson,lfw,lfw,,,,,1,0.7289969,13.75311,0.27100313
data\processed\lfw\lfw\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0003.jpg,data\processed\lfw\lfw\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0007.jpg,Binyamin_Ben-Eliezer,Binyamin_Ben-Eliezer,lfw,lfw,,,,,1,0.6125071,14.203059,0.3874929
data\processed\lfw\lfw\Mark_Stuart\Mark_Stuart_0001.jpg,data\processed\lfw\lfw\Paula_Abdul\Paula_Abdul_0001.jpg,Mark_Stuart,Paula_Abdul,lfw,lfw,,,,,0,0.30276418,24.135387,0.6972358
data\processed\lfw\lfw\Helen_Alvare\Helen_Alvare_0001.jpg,data\processed\lfw\lfw\James_Layug\James_Layug_0001.jpg,Helen_Alvare,James_Layug,lfw,lfw,,,,,0,0.2855144,21.860203,0.7144856
